 * Serving Flask app "server.py"
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://130.113.68.111:8000/ (Press CTRL+C to quit)
130.113.70.51 - - [21/Aug/2018 16:58:45] "GET /sendData?numData=1&type1=EC&id1=02&value1=195 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:45] "GET /sendData?numData=1&type1=EC&id1=02&value1=196 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:45] "GET /sendData?numData=1&type1=EC&id1=02&value1=197 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:45] "GET /sendData?numData=1&type1=EC&id1=02&value1=198 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:45] "GET /sendData?numData=1&type1=EC&id1=02&value1=199 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=200 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=201 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=202 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=203 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=204 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=205 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=206 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=207 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=208 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=209 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=210 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=211 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=212 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=213 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=214 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=215 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=216 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=217 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=218 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:46] "GET /sendData?numData=1&type1=EC&id1=02&value1=219 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=220 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=221 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=222 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=223 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=224 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=225 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=226 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=227 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=228 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=229 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=230 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=231 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=232 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=233 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=234 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=235 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=236 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:47] "GET /sendData?numData=1&type1=EC&id1=02&value1=237 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=238 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=239 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=240 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=241 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=242 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=243 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=244 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=245 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=246 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=247 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=248 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=249 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=250 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=251 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=252 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=253 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=254 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=255 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=256 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:48] "GET /sendData?numData=1&type1=EC&id1=02&value1=257 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=258 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=259 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=260 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=261 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=262 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=263 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=264 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=265 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=266 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=267 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=268 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=269 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=270 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=271 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=272 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=273 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=274 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=275 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=276 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=277 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:49] "GET /sendData?numData=1&type1=EC&id1=02&value1=278 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=279 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=280 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=281 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=282 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=283 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=284 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=285 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=286 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=287 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=288 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=289 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=290 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=291 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=292 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=293 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=294 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=295 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=296 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:50] "GET /sendData?numData=1&type1=EC&id1=02&value1=297 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=298 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=299 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=300 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=301 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=302 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=303 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=304 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=305 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=306 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=307 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=308 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=309 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=310 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=311 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=312 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=313 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=314 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=315 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:51] "GET /sendData?numData=1&type1=EC&id1=02&value1=316 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=317 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=318 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=319 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=320 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=321 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=322 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=323 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=324 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=325 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=326 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=327 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=328 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=329 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=330 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=331 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=332 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=333 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=334 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=335 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=336 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:52] "GET /sendData?numData=1&type1=EC&id1=02&value1=337 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=338 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=339 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=340 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=341 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=342 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=343 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=344 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=345 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=346 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=347 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=348 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=349 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=350 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=351 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=352 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=353 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=354 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=355 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:53] "GET /sendData?numData=1&type1=EC&id1=02&value1=356 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=357 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=358 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=359 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=360 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=361 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=362 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=363 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=364 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=365 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=366 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=367 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=368 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=369 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=370 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=371 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=372 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=373 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=374 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:54] "GET /sendData?numData=1&type1=EC&id1=02&value1=375 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=376 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=377 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=378 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=379 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=380 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=381 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=382 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=383 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=384 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=385 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=386 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=387 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=388 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=389 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=390 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=391 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=392 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=393 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=394 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=395 HTTP/1.1" 200 -
