Location;DBType;Channel;TimeUTC;Status;Quality;Value
;Raw;Ammonia;11/1/2017 5:34:00 PM;137;0;28.4922008514404
;Raw;Ammonia;11/1/2017 5:35:00 PM;137;0;28.4929008483887
;Raw;Ammonia;11/1/2017 5:36:00 PM;137;0;28.4169998168945
;Raw;Ammonia;11/1/2017 5:37:00 PM;137;0;28.4178009033203
;Raw;Ammonia;11/1/2017 5:38:00 PM;137;0;28.418399810791
;Raw;Ammonia;11/1/2017 5:39:00 PM;137;0;28.4216003417969
;Raw;Ammonia;11/1/2017 5:40:00 PM;137;0;28.418399810791
;Raw;Ammonia;11/1/2017 5:41:00 PM;137;0;28.4286003112793
;Raw;Ammonia;11/1/2017 5:42:00 PM;137;0;28.4286003112793
;Raw;Ammonia;11/1/2017 5:43:00 PM;137;0;28.4976005554199
;Raw;Ammonia;11/1/2017 5:44:00 PM;137;0;28.4251003265381
;Raw;Ammonia;11/1/2017 5:45:00 PM;137;0;28.42799949646
;Raw;Ammonia;11/1/2017 5:46:00 PM;137;0;28.4274997711182
;Raw;Ammonia;11/1/2017 5:47:00 PM;137;0;28.4186992645264
;Raw;Ammonia;11/1/2017 5:48:00 PM;137;0;28.4972991943359
;Raw;Ammonia;11/1/2017 5:49:00 PM;137;0;28.4178009033203
;Raw;Ammonia;11/1/2017 5:50:00 PM;137;0;28.4237995147705
;Raw;Ammonia;11/1/2017 5:51:00 PM;137;0;28.3481998443604
;Raw;Ammonia;11/1/2017 5:52:00 PM;137;0;28.3493003845215
;Raw;Ammonia;11/1/2017 5:53:00 PM;137;0;28.346700668335
;Raw;Ammonia;11/1/2017 5:54:00 PM;137;0;28.3556003570557
;Raw;Ammonia;11/1/2017 5:55:00 PM;137;0;28.3600006103516
;Raw;Ammonia;11/1/2017 5:56:00 PM;137;0;28.3717994689941
;Raw;Ammonia;11/1/2017 5:57:00 PM;137;0;28.4377994537354
;Raw;Ammonia;11/1/2017 5:58:00 PM;137;0;28.3729000091553
;Raw;Ammonia;11/1/2017 5:59:00 PM;137;0;28.3705005645752
;Raw;Ammonia;11/1/2017 6:00:00 PM;137;0;28.3635005950928
;Raw;Ammonia;11/1/2017 6:01:00 PM;137;0;28.3782997131348
;Raw;Ammonia;11/1/2017 6:02:00 PM;137;0;28.4417991638184
;Raw;Ammonia;11/1/2017 6:03:00 PM;137;0;28.3770008087158
;Raw;Ammonia;11/1/2017 6:04:00 PM;137;0;28.3591995239258
;Raw;Ammonia;11/1/2017 6:05:00 PM;137;0;28.4326000213623
;Raw;Ammonia;11/1/2017 6:06:00 PM;137;0;28.4249000549316
;Raw;Ammonia;11/1/2017 6:07:00 PM;137;0;28.426399230957
;Raw;Ammonia;11/1/2017 6:08:00 PM;137;0;28.3516998291016
;Raw;Ammonia;11/1/2017 6:09:00 PM;137;0;28.3563003540039
;Raw;Ammonia;11/1/2017 6:10:00 PM;137;0;28.2823009490967
;Raw;Ammonia;11/1/2017 6:11:00 PM;137;0;28.2096004486084
;Raw;Ammonia;11/1/2017 6:12:00 PM;137;0;28.2015991210938
;Raw;Ammonia;11/1/2017 6:13:00 PM;137;0;28.138599395752
;Raw;Ammonia;11/1/2017 6:14:00 PM;137;0;28.2191009521484
;Raw;Ammonia;11/1/2017 6:15:00 PM;137;0;28.1467990875244
;Raw;Ammonia;11/1/2017 6:16:00 PM;137;0;28.1410999298096
;Raw;Ammonia;11/1/2017 6:17:00 PM;137;0;28.1301002502441
;Raw;Ammonia;11/1/2017 6:18:00 PM;137;0;28.1319999694824
;Raw;Ammonia;11/1/2017 6:19:00 PM;137;0;28.1345996856689
;Raw;Ammonia;11/1/2017 6:20:00 PM;137;0;28.0622997283936
;Raw;Ammonia;11/1/2017 6:21:00 PM;137;0;28.0587997436523
;Raw;Ammonia;11/1/2017 6:22:00 PM;137;0;28.0622997283936
;Raw;Ammonia;11/1/2017 6:23:00 PM;137;0;27.993200302124
;Raw;Ammonia;11/1/2017 6:24:00 PM;137;0;27.9827003479004
;Raw;Ammonia;11/1/2017 6:25:00 PM;137;0;27.910400390625
;Raw;Ammonia;11/1/2017 6:26:00 PM;137;0;27.9141006469727
;Raw;Ammonia;11/1/2017 6:27:00 PM;137;0;27.8467998504639
;Raw;Ammonia;11/1/2017 6:28:00 PM;137;0;27.8393993377686
;Raw;Ammonia;11/1/2017 6:29:00 PM;137;0;27.8404006958008
;Raw;Ammonia;11/1/2017 6:30:00 PM;137;0;27.8355007171631
;Raw;Ammonia;11/1/2017 6:31:00 PM;137;0;27.8376007080078
;Raw;Ammonia;11/1/2017 6:32:00 PM;137;0;27.8397006988525
;Raw;Ammonia;11/1/2017 6:33:00 PM;137;0;27.8386001586914
;Raw;Ammonia;11/1/2017 6:34:00 PM;137;0;27.7761993408203
;Raw;Ammonia;11/1/2017 6:35:00 PM;137;0;27.7679996490479
;Raw;Ammonia;11/1/2017 6:36:00 PM;137;0;27.8425998687744
;Raw;Ammonia;11/1/2017 6:37:00 PM;137;0;27.774299621582
;Raw;Ammonia;11/1/2017 6:38:00 PM;137;0;27.8407001495361
;Raw;Ammonia;11/1/2017 6:39:00 PM;137;0;27.7712001800537
;Raw;Ammonia;11/1/2017 6:40:00 PM;137;0;27.6937007904053
;Raw;Ammonia;11/1/2017 6:41:00 PM;137;0;27.6916007995605
;Raw;Ammonia;11/1/2017 6:42:00 PM;137;0;27.6205997467041
;Raw;Ammonia;11/1/2017 6:43:00 PM;137;0;27.6187992095947
;Raw;Ammonia;11/1/2017 6:44:00 PM;137;0;27.6236991882324
;Raw;Ammonia;11/1/2017 6:45:00 PM;137;0;27.6991996765137
;Raw;Ammonia;11/1/2017 6:46:00 PM;137;0;27.6243000030518
;Raw;Ammonia;11/1/2017 6:47:00 PM;137;0;27.6245994567871
;Raw;Ammonia;11/1/2017 6:48:00 PM;137;0;27.5601005554199
;Raw;Ammonia;11/1/2017 6:49:00 PM;137;0;27.5447998046875
;Raw;Ammonia;11/1/2017 6:50:00 PM;137;0;27.5459003448486
;Raw;Ammonia;11/1/2017 6:51:00 PM;137;0;27.5550003051758
;Raw;Ammonia;11/1/2017 6:52:00 PM;137;0;27.5552005767822
